date,virus,Sample Name,template,num_reps,median,count,at_least_3CTvals,Well,Well Position,CT,Replicate,sample_type,medDist1_method,count2,at_least_3CTvals_aftOut
04-08,TSV,1.00E+05,2e+06,5,5.697641,5,keep,17,B5,5.846826,5,STD,keep,5,keep
04-08,TSV,1.00E+05,2e+06,5,5.697641,5,keep,15,B3,5.697641,3,STD,keep,5,keep
04-08,TSV,1.00E+05,2e+06,5,5.697641,5,keep,14,B2,6.1707845,2,STD,keep,5,keep
04-08,TSV,1.00E+05,2e+06,5,5.697641,5,keep,13,B1,5.644408,1,STD,keep,5,keep
04-08,TSV,1.00E+05,2e+06,5,5.697641,5,keep,16,B4,5.674507,4,STD,keep,5,keep
04-08,TSV,1.00E+06,2e+07,5,5.01048,5,keep,4,A4,5.01048,4,STD,keep,5,keep
04-08,TSV,1.00E+06,2e+07,5,5.01048,5,keep,5,A5,4.922196,5,STD,keep,5,keep
04-08,TSV,1.00E+06,2e+07,5,5.01048,5,keep,2,A2,5.1509285,2,STD,keep,5,keep
04-08,TSV,1.00E+06,2e+07,5,5.01048,5,keep,3,A3,5.064545,3,STD,keep,5,keep
04-08,TSV,1.00E+06,2e+07,5,5.01048,5,keep,1,A1,4.84257,1,STD,keep,5,keep
04-08,TSV,Val.14,Val.14,5,11.031809,5,keep,8,A8,11.124833,3,UNK,keep,5,keep
04-08,TSV,Val.14,Val.14,5,11.031809,5,keep,6,A6,11.031809,1,UNK,keep,5,keep
04-08,TSV,Val.14,Val.14,5,11.031809,5,keep,10,A10,10.470352,5,UNK,keep,5,keep
04-08,TSV,Val.14,Val.14,5,11.031809,5,keep,9,A9,11.693443,4,UNK,keep,5,keep
04-08,TSV,Val.14,Val.14,5,11.031809,5,keep,7,A7,11.024073,2,UNK,keep,5,keep
04-08,TSV,Val.19,Val.19,5,8.793191,5,keep,22,B10,9.040058,5,UNK,keep,5,keep
04-08,TSV,Val.19,Val.19,5,8.793191,5,keep,19,B7,8.793191,2,UNK,keep,5,keep
04-08,TSV,Val.19,Val.19,5,8.793191,5,keep,20,B8,8.554561,3,UNK,keep,5,keep
04-08,TSV,Val.19,Val.19,5,8.793191,5,keep,21,B9,8.534745,4,UNK,keep,5,keep
04-08,TSV,Val.19,Val.19,5,8.793191,5,keep,18,B6,8.940482,1,UNK,keep,5,keep
04-08,TSV,Val.21,Val.21,5,6.7010007,5,keep,30,C6,5.993058,1,UNK,keep,5,keep
04-08,TSV,Val.21,Val.21,5,6.7010007,5,keep,31,C7,6.7010007,2,UNK,keep,5,keep
04-08,TSV,Val.21,Val.21,5,6.7010007,5,keep,33,C9,6.597383,4,UNK,keep,5,keep
04-08,TSV,Val.21,Val.21,5,6.7010007,5,keep,34,C10,6.773103,5,UNK,keep,5,keep
04-08,TSV,Val.21,Val.21,5,6.7010007,5,keep,32,C8,6.796842,3,UNK,keep,5,keep
04-08,TSV,Val.22,Val.22,5,9.690605,5,keep,46,D10,9.520095,5,UNK,keep,5,keep
04-08,TSV,Val.22,Val.22,5,9.690605,5,keep,42,D6,8.991509,1,UNK,keep,5,keep
04-08,TSV,Val.22,Val.22,5,9.690605,5,keep,43,D7,9.690605,2,UNK,keep,5,keep
04-08,TSV,Val.22,Val.22,5,9.690605,5,keep,44,D8,9.882266,3,UNK,keep,5,keep
04-08,TSV,Val.22,Val.22,5,9.690605,5,keep,45,D9,9.867188,4,UNK,keep,5,keep
04-08,TSV,Val.23,Val.23,5,9.11969,5,keep,57,E9,9.081021,4,UNK,keep,5,keep
04-08,TSV,Val.23,Val.23,5,9.11969,5,keep,54,E6,9.077481,1,UNK,keep,5,keep
04-08,TSV,Val.23,Val.23,5,9.11969,5,keep,56,E8,9.449771,3,UNK,keep,5,keep
04-08,TSV,Val.23,Val.23,5,9.11969,5,keep,55,E7,9.273493,2,UNK,keep,5,keep
04-08,TSV,Val.23,Val.23,5,9.11969,5,keep,58,E10,9.11969,5,UNK,keep,5,keep
04-08,TSV,Val.28,Val.28,5,10.763477,5,keep,70,F10,9.463416,5,UNK,remove,4,NA
04-08,TSV,Val.28,Val.28,5,10.763477,5,keep,66,F6,11.343627,1,UNK,keep,4,keep
04-08,TSV,Val.28,Val.28,5,10.763477,5,keep,67,F7,10.768988,2,UNK,keep,4,keep
04-08,TSV,Val.28,Val.28,5,10.763477,5,keep,68,F8,10.763477,3,UNK,keep,4,keep
04-08,TSV,Val.28,Val.28,5,10.763477,5,keep,69,F9,10.47356,4,UNK,keep,4,keep
04-08,TSV,Val.30,Val.30,5,9.811333,5,keep,78,G6,9.811333,1,UNK,keep,5,keep
04-08,TSV,Val.30,Val.30,5,9.811333,5,keep,81,G9,9.77516,4,UNK,keep,5,keep
04-08,TSV,Val.30,Val.30,5,9.811333,5,keep,82,G10,10.068329,5,UNK,keep,5,keep
04-08,TSV,Val.30,Val.30,5,9.811333,5,keep,80,G8,9.953927,3,UNK,keep,5,keep
04-08,TSV,Val.30,Val.30,5,9.811333,5,keep,79,G7,9.468223,2,UNK,keep,5,keep
04-08,TSV,Val.31,Val.31,5,9.205787,5,keep,93,H9,9.714506,4,UNK,keep,5,keep
04-08,TSV,Val.31,Val.31,5,9.205787,5,keep,91,H7,9.377756,2,UNK,keep,5,keep
04-08,TSV,Val.31,Val.31,5,9.205787,5,keep,92,H8,9.184455,3,UNK,keep,5,keep
04-08,TSV,Val.31,Val.31,5,9.205787,5,keep,94,H10,9.205787,5,UNK,keep,5,keep
04-08,TSV,Val.31,Val.31,5,9.205787,5,keep,90,H6,9.018294,1,UNK,keep,5,keep
04-11,TSV,0.00E+00,0,5,NA,0,remove,89,H5,NA,5,STD,NA,NA,NA
04-11,TSV,0.00E+00,0,5,NA,0,remove,87,H3,NA,3,STD,NA,NA,NA
04-11,TSV,0.00E+00,0,5,NA,0,remove,88,H4,NA,4,STD,NA,NA,NA
04-11,TSV,0.00E+00,0,5,NA,0,remove,85,H1,NA,1,STD,NA,NA,NA
04-11,TSV,0.00E+00,0,5,NA,0,remove,86,H2,NA,2,STD,NA,NA,NA
04-11,TSV,1.00E+00,20,5,25.8490495,2,remove,74,G2,37.065254,2,STD,NA,NA,NA
04-11,TSV,1.00E+00,20,5,25.8490495,2,remove,77,G5,NA,5,STD,NA,NA,NA
04-11,TSV,1.00E+00,20,5,25.8490495,2,remove,75,G3,NA,3,STD,NA,NA,NA
04-11,TSV,1.00E+00,20,5,25.8490495,2,remove,76,G4,14.632845,4,STD,NA,NA,NA
04-11,TSV,1.00E+00,20,5,25.8490495,2,remove,73,G1,NA,1,STD,NA,NA,NA
04-11,TSV,1.00E+01,200,5,12.7656765,4,keep,64,F4,14.929176,4,STD,remove,3,NA
04-11,TSV,1.00E+01,200,5,12.7656765,4,keep,65,F5,12.8188925,5,STD,keep,3,keep
04-11,TSV,1.00E+01,200,5,12.7656765,4,keep,62,F2,NA,2,STD,NA,3,NA
04-11,TSV,1.00E+01,200,5,12.7656765,4,keep,61,F1,12.7124605,1,STD,keep,3,keep
04-11,TSV,1.00E+01,200,5,12.7656765,4,keep,63,F3,12.281526,3,STD,keep,3,keep
04-11,TSV,1.00E+02,2000,5,9.280959,5,keep,51,E3,9.280959,3,STD,keep,4,keep
04-11,TSV,1.00E+02,2000,5,9.280959,5,keep,49,E1,9.183377,1,STD,keep,4,keep
04-11,TSV,1.00E+02,2000,5,9.280959,5,keep,50,E2,9.801977,2,STD,keep,4,keep
04-11,TSV,1.00E+02,2000,5,9.280959,5,keep,52,E4,8.919939,4,STD,keep,4,keep
04-11,TSV,1.00E+02,2000,5,9.280959,5,keep,53,E5,10.682913,5,STD,remove,4,NA
04-11,TSV,1.00E+03,20000,5,8.310552,5,keep,41,D5,8.586596,5,STD,keep,5,keep
04-11,TSV,1.00E+03,20000,5,8.310552,5,keep,38,D2,8.310552,2,STD,keep,5,keep
04-11,TSV,1.00E+03,20000,5,8.310552,5,keep,40,D4,8.456153,4,STD,keep,5,keep
04-11,TSV,1.00E+03,20000,5,8.310552,5,keep,37,D1,8.065448,1,STD,keep,5,keep
04-11,TSV,1.00E+03,20000,5,8.310552,5,keep,39,D3,8.176412,3,STD,keep,5,keep
04-11,TSV,1.00E+04,2e+05,5,7.4848933,5,keep,28,C4,7.4848933,4,STD,keep,5,keep
04-11,TSV,1.00E+04,2e+05,5,7.4848933,5,keep,25,C1,7.3827906,1,STD,keep,5,keep
04-11,TSV,1.00E+04,2e+05,5,7.4848933,5,keep,29,C5,7.240321,5,STD,keep,5,keep
04-11,TSV,1.00E+04,2e+05,5,7.4848933,5,keep,26,C2,7.614613,2,STD,keep,5,keep
04-11,TSV,1.00E+04,2e+05,5,7.4848933,5,keep,27,C3,7.7948604,3,STD,keep,5,keep
04-11,TSV,1.00E+05,2e+06,5,6.665108,5,keep,16,B4,6.390056,4,STD,keep,5,keep
04-11,TSV,1.00E+05,2e+06,5,6.665108,5,keep,14,B2,6.823152,2,STD,keep,5,keep
04-11,TSV,1.00E+05,2e+06,5,6.665108,5,keep,17,B5,6.665108,5,STD,keep,5,keep
04-11,TSV,1.00E+05,2e+06,5,6.665108,5,keep,13,B1,6.34079,1,STD,keep,5,keep
04-11,TSV,1.00E+05,2e+06,5,6.665108,5,keep,15,B3,6.933771,3,STD,keep,5,keep
04-11,TSV,1.00E+06,2e+07,5,5.7418547,5,keep,4,A4,5.785353,4,STD,keep,5,keep
04-11,TSV,1.00E+06,2e+07,5,5.7418547,5,keep,2,A2,5.804202,2,STD,keep,5,keep
04-11,TSV,1.00E+06,2e+07,5,5.7418547,5,keep,5,A5,5.6294,5,STD,keep,5,keep
04-11,TSV,1.00E+06,2e+07,5,5.7418547,5,keep,3,A3,5.7418547,3,STD,keep,5,keep
04-11,TSV,1.00E+06,2e+07,5,5.7418547,5,keep,1,A1,5.611424,1,STD,keep,5,keep
04-11,TSV,Val.25,Val.25,5,15.000971,4,keep,34,C10,27.520266,5,UNK,remove,NA,NA
04-11,TSV,Val.25,Val.25,5,15.000971,4,keep,30,C6,11.947136,1,UNK,remove,NA,NA
04-11,TSV,Val.25,Val.25,5,15.000971,4,keep,33,C9,13.815504,4,UNK,remove,NA,NA
04-11,TSV,Val.25,Val.25,5,15.000971,4,keep,31,C7,NA,2,UNK,NA,NA,NA
04-11,TSV,Val.25,Val.25,5,15.000971,4,keep,32,C8,16.186438,3,UNK,remove,NA,NA
04-11,TSV,Val.26,Val.26,5,8.8001585,5,keep,44,D8,8.8001585,3,UNK,keep,5,keep
04-11,TSV,Val.26,Val.26,5,8.8001585,5,keep,45,D9,8.997492,4,UNK,keep,5,keep
04-11,TSV,Val.26,Val.26,5,8.8001585,5,keep,43,D7,8.755745,2,UNK,keep,5,keep
04-11,TSV,Val.26,Val.26,5,8.8001585,5,keep,42,D6,8.011207,1,UNK,keep,5,keep
04-11,TSV,Val.26,Val.26,5,8.8001585,5,keep,46,D10,8.9056425,5,UNK,keep,5,keep
04-11,TSV,Val.3,Val.3,5,10.964958,5,keep,10,A10,11.171346,5,UNK,keep,5,keep
04-11,TSV,Val.3,Val.3,5,10.964958,5,keep,7,A7,10.978891,2,UNK,keep,5,keep
04-11,TSV,Val.3,Val.3,5,10.964958,5,keep,8,A8,10.798272,3,UNK,keep,5,keep
04-11,TSV,Val.3,Val.3,5,10.964958,5,keep,9,A9,10.964958,4,UNK,keep,5,keep
04-11,TSV,Val.3,Val.3,5,10.964958,5,keep,6,A6,10.712533,1,UNK,keep,5,keep
04-11,TSV,Val.32,Val.32,5,16.99438,5,keep,56,E8,17.927456,3,UNK,keep,4,keep
04-11,TSV,Val.32,Val.32,5,16.99438,5,keep,57,E9,16.413921,4,UNK,keep,4,keep
04-11,TSV,Val.32,Val.32,5,16.99438,5,keep,54,E6,16.99438,1,UNK,keep,4,keep
04-11,TSV,Val.32,Val.32,5,16.99438,5,keep,58,E10,19.705221,5,UNK,remove,4,NA
04-11,TSV,Val.32,Val.32,5,16.99438,5,keep,55,E7,16.945795,2,UNK,keep,4,keep
04-11,TSV,Val.33,Val.33,5,NA,0,remove,66,F6,NA,1,UNK,NA,NA,NA
04-11,TSV,Val.33,Val.33,5,NA,0,remove,69,F9,NA,4,UNK,NA,NA,NA
04-11,TSV,Val.33,Val.33,5,NA,0,remove,68,F8,NA,3,UNK,NA,NA,NA
04-11,TSV,Val.33,Val.33,5,NA,0,remove,67,F7,NA,2,UNK,NA,NA,NA
04-11,TSV,Val.33,Val.33,5,NA,0,remove,70,F10,NA,5,UNK,NA,NA,NA
04-11,TSV,Val.34,Val.34,5,10.844536,5,keep,80,G8,10.844536,3,UNK,keep,5,keep
04-11,TSV,Val.34,Val.34,5,10.844536,5,keep,78,G6,10.404129,1,UNK,keep,5,keep
04-11,TSV,Val.34,Val.34,5,10.844536,5,keep,81,G9,10.827985,4,UNK,keep,5,keep
04-11,TSV,Val.34,Val.34,5,10.844536,5,keep,82,G10,10.9173,5,UNK,keep,5,keep
04-11,TSV,Val.34,Val.34,5,10.844536,5,keep,79,G7,10.959309,2,UNK,keep,5,keep
04-11,TSV,Val.35,Val.35,5,7.771045,5,keep,94,H10,8.049155,5,UNK,keep,5,keep
04-11,TSV,Val.35,Val.35,5,7.771045,5,keep,91,H7,7.771045,2,UNK,keep,5,keep
04-11,TSV,Val.35,Val.35,5,7.771045,5,keep,92,H8,7.713745,3,UNK,keep,5,keep
04-11,TSV,Val.35,Val.35,5,7.771045,5,keep,90,H6,6.8538747,1,UNK,keep,5,keep
04-11,TSV,Val.35,Val.35,5,7.771045,5,keep,93,H9,7.909339,4,UNK,keep,5,keep
04-11,TSV,Val.4,Val.4,5,4.7202654,5,keep,18,B6,4.443534,1,UNK,keep,5,keep
04-11,TSV,Val.4,Val.4,5,4.7202654,5,keep,19,B7,4.7598634,2,UNK,keep,5,keep
04-11,TSV,Val.4,Val.4,5,4.7202654,5,keep,21,B9,4.7202654,4,UNK,keep,5,keep
04-11,TSV,Val.4,Val.4,5,4.7202654,5,keep,22,B10,4.7831655,5,UNK,keep,5,keep
04-11,TSV,Val.4,Val.4,5,4.7202654,5,keep,20,B8,4.6759934,3,UNK,keep,5,keep
04-12,WSSV,1e1_VP28.31t,1e+01,5,9.815367,4,keep,21,B9,12.41597,4,STD,remove,3,NA
04-12,WSSV,1e1_VP28.31t,1e+01,5,9.815367,4,keep,18,B6,10.036979,1,STD,keep,3,keep
04-12,WSSV,1e1_VP28.31t,1e+01,5,9.815367,4,keep,19,B7,9.593755,2,STD,keep,3,keep
04-12,WSSV,1e1_VP28.31t,1e+01,5,9.815367,4,keep,22,B10,9.311017,5,STD,keep,3,keep
04-12,WSSV,1e1_VP28.31t,1e+01,5,9.815367,4,keep,20,B8,NA,3,STD,NA,3,NA
04-12,WSSV,1e10_VP28.31t,1e+10,5,3.2607925,5,keep,2,A2,3.3011522,2,STD,keep,5,keep
04-12,WSSV,1e10_VP28.31t,1e+10,5,3.2607925,5,keep,5,A5,3.1157227,5,STD,keep,5,keep
04-12,WSSV,1e10_VP28.31t,1e+10,5,3.2607925,5,keep,4,A4,3.134812,4,STD,keep,5,keep
04-12,WSSV,1e10_VP28.31t,1e+10,5,3.2607925,5,keep,1,A1,3.2773337,1,STD,keep,5,keep
04-12,WSSV,1e10_VP28.31t,1e+10,5,3.2607925,5,keep,3,A3,3.2607925,3,STD,keep,5,keep
04-12,WSSV,1e2_VP28.31t,1e+02,5,11.431038,4,keep,7,A7,11.731022,2,STD,keep,4,keep
04-12,WSSV,1e2_VP28.31t,1e+02,5,11.431038,4,keep,10,A10,11.877815,5,STD,keep,4,keep
04-12,WSSV,1e2_VP28.31t,1e+02,5,11.431038,4,keep,9,A9,10.799301,4,STD,keep,4,keep
04-12,WSSV,1e2_VP28.31t,1e+02,5,11.431038,4,keep,8,A8,11.131054,3,STD,keep,4,keep
04-12,WSSV,1e2_VP28.31t,1e+02,5,11.431038,4,keep,6,A6,NA,1,STD,NA,4,NA
04-12,WSSV,1e3_VP28.31t,1e+03,5,10.005844,5,keep,88,H4,11.875127,4,STD,remove,2,NA
04-12,WSSV,1e3_VP28.31t,1e+03,5,10.005844,5,keep,87,H3,9.546999,3,STD,keep,2,remove
04-12,WSSV,1e3_VP28.31t,1e+03,5,10.005844,5,keep,89,H5,15.381896,5,STD,remove,2,NA
04-12,WSSV,1e3_VP28.31t,1e+03,5,10.005844,5,keep,86,H2,10.005844,2,STD,keep,2,remove
04-12,WSSV,1e3_VP28.31t,1e+03,5,10.005844,5,keep,85,H1,8.559215,1,STD,remove,2,NA
04-12,WSSV,1e4_VP28.31t,1e+04,5,8.630466,5,keep,77,G5,8.298493,5,STD,keep,5,keep
04-12,WSSV,1e4_VP28.31t,1e+04,5,8.630466,5,keep,75,G3,8.920867,3,STD,keep,5,keep
04-12,WSSV,1e4_VP28.31t,1e+04,5,8.630466,5,keep,74,G2,8.972085,2,STD,keep,5,keep
04-12,WSSV,1e4_VP28.31t,1e+04,5,8.630466,5,keep,73,G1,8.630466,1,STD,keep,5,keep
04-12,WSSV,1e4_VP28.31t,1e+04,5,8.630466,5,keep,76,G4,8.393062,4,STD,keep,5,keep
04-12,WSSV,1e5_VP28.31t,1e+05,5,7.388953,5,keep,63,F3,7.597609,3,STD,keep,5,keep
04-12,WSSV,1e5_VP28.31t,1e+05,5,7.388953,5,keep,65,F5,7.388953,5,STD,keep,5,keep
04-12,WSSV,1e5_VP28.31t,1e+05,5,7.388953,5,keep,61,F1,7.797224,1,STD,keep,5,keep
04-12,WSSV,1e5_VP28.31t,1e+05,5,7.388953,5,keep,64,F4,7.2053227,4,STD,keep,5,keep
04-12,WSSV,1e5_VP28.31t,1e+05,5,7.388953,5,keep,62,F2,7.2569184,2,STD,keep,5,keep
04-12,WSSV,1e6_VP28.31t,1e+06,5,6.4799075,5,keep,51,E3,6.7033253,3,STD,keep,5,keep
04-12,WSSV,1e6_VP28.31t,1e+06,5,6.4799075,5,keep,53,E5,6.417825,5,STD,keep,5,keep
04-12,WSSV,1e6_VP28.31t,1e+06,5,6.4799075,5,keep,49,E1,6.878279,1,STD,keep,5,keep
04-12,WSSV,1e6_VP28.31t,1e+06,5,6.4799075,5,keep,52,E4,6.238027,4,STD,keep,5,keep
04-12,WSSV,1e6_VP28.31t,1e+06,5,6.4799075,5,keep,50,E2,6.4799075,2,STD,keep,5,keep
04-12,WSSV,1e7_VP28.31t,1e+07,5,5.773673,5,keep,37,D1,5.824712,1,STD,keep,5,keep
04-12,WSSV,1e7_VP28.31t,1e+07,5,5.773673,5,keep,38,D2,5.6810374,2,STD,keep,5,keep
04-12,WSSV,1e7_VP28.31t,1e+07,5,5.773673,5,keep,41,D5,5.635466,5,STD,keep,5,keep
04-12,WSSV,1e7_VP28.31t,1e+07,5,5.773673,5,keep,40,D4,5.773673,4,STD,keep,5,keep
04-12,WSSV,1e7_VP28.31t,1e+07,5,5.773673,5,keep,39,D3,5.906314,3,STD,keep,5,keep
04-12,WSSV,1e8_VP28.31t,1e+08,5,4.909024,5,keep,28,C4,4.851804,4,STD,keep,5,keep
04-12,WSSV,1e8_VP28.31t,1e+08,5,4.909024,5,keep,29,C5,4.9136972,5,STD,keep,5,keep
04-12,WSSV,1e8_VP28.31t,1e+08,5,4.909024,5,keep,25,C1,5.003233,1,STD,keep,5,keep
04-12,WSSV,1e8_VP28.31t,1e+08,5,4.909024,5,keep,27,C3,4.909024,3,STD,keep,5,keep
04-12,WSSV,1e8_VP28.31t,1e+08,5,4.909024,5,keep,26,C2,4.7989163,2,STD,keep,5,keep
04-12,WSSV,1e9_VP28.31t,1e+09,5,3.9671662,5,keep,13,B1,4.186533,1,STD,keep,5,keep
04-12,WSSV,1e9_VP28.31t,1e+09,5,3.9671662,5,keep,15,B3,3.9570374,3,STD,keep,5,keep
04-12,WSSV,1e9_VP28.31t,1e+09,5,3.9671662,5,keep,14,B2,3.990404,2,STD,keep,5,keep
04-12,WSSV,1e9_VP28.31t,1e+09,5,3.9671662,5,keep,17,B5,3.9671662,5,STD,keep,5,keep
04-12,WSSV,1e9_VP28.31t,1e+09,5,3.9671662,5,keep,16,B4,3.9208226,4,STD,keep,5,keep
04-12,WSSV,WSSV12_VP28.31t,WSSV12,5,8.265935,5,keep,43,D7,8.295523,2,UNK,keep,5,keep
04-12,WSSV,WSSV12_VP28.31t,WSSV12,5,8.265935,5,keep,45,D9,7.9871173,4,UNK,keep,5,keep
04-12,WSSV,WSSV12_VP28.31t,WSSV12,5,8.265935,5,keep,46,D10,8.265935,5,UNK,keep,5,keep
04-12,WSSV,WSSV12_VP28.31t,WSSV12,5,8.265935,5,keep,42,D6,8.466259,1,UNK,keep,5,keep
04-12,WSSV,WSSV12_VP28.31t,WSSV12,5,8.265935,5,keep,44,D8,7.8057756,3,UNK,keep,5,keep
04-12,WSSV,WSSV13_VP28.31t,WSSV13,5,9.840348,5,keep,58,E10,9.365808,5,UNK,keep,4,keep
04-12,WSSV,WSSV13_VP28.31t,WSSV13,5,9.840348,5,keep,54,E6,8.842996,1,UNK,keep,4,keep
04-12,WSSV,WSSV13_VP28.31t,WSSV13,5,9.840348,5,keep,56,E8,13.219944,3,UNK,remove,4,NA
04-12,WSSV,WSSV13_VP28.31t,WSSV13,5,9.840348,5,keep,57,E9,9.840348,4,UNK,keep,4,keep
04-12,WSSV,WSSV13_VP28.31t,WSSV13,5,9.840348,5,keep,55,E7,9.871053,2,UNK,keep,4,keep
04-12,WSSV,WSSV14_VP28.31t,WSSV14,5,11.030764,5,keep,70,F10,10.227391,5,UNK,keep,4,keep
04-12,WSSV,WSSV14_VP28.31t,WSSV14,5,11.030764,5,keep,69,F9,11.452896,4,UNK,keep,4,keep
04-12,WSSV,WSSV14_VP28.31t,WSSV14,5,11.030764,5,keep,67,F7,12.839776,2,UNK,remove,4,NA
04-12,WSSV,WSSV14_VP28.31t,WSSV14,5,11.030764,5,keep,68,F8,11.030764,3,UNK,keep,4,keep
04-12,WSSV,WSSV14_VP28.31t,WSSV14,5,11.030764,5,keep,66,F6,10.856901,1,UNK,keep,4,keep
04-12,WSSV,WSSV15_VP28.31t,WSSV15,5,10.210926,5,keep,80,G8,8.529473,3,UNK,remove,3,NA
04-12,WSSV,WSSV15_VP28.31t,WSSV15,5,10.210926,5,keep,78,G6,8.864474,1,UNK,remove,3,NA
04-12,WSSV,WSSV15_VP28.31t,WSSV15,5,10.210926,5,keep,81,G9,10.889845,4,UNK,keep,3,keep
04-12,WSSV,WSSV15_VP28.31t,WSSV15,5,10.210926,5,keep,79,G7,10.210926,2,UNK,keep,3,keep
04-12,WSSV,WSSV15_VP28.31t,WSSV15,5,10.210926,5,keep,82,G10,10.721307,5,UNK,keep,3,keep
04-12,WSSV,WSSV16_VP28.31t,WSSV16,5,11.7671785,4,keep,92,H8,8.846637,3,UNK,remove,NA,NA
04-12,WSSV,WSSV16_VP28.31t,WSSV16,5,11.7671785,4,keep,93,H9,14.705677,4,UNK,remove,NA,NA
04-12,WSSV,WSSV16_VP28.31t,WSSV16,5,11.7671785,4,keep,94,H10,10.757876,5,UNK,remove,NA,NA
04-12,WSSV,WSSV16_VP28.31t,WSSV16,5,11.7671785,4,keep,90,H6,12.776481,1,UNK,remove,NA,NA
04-12,WSSV,WSSV16_VP28.31t,WSSV16,5,11.7671785,4,keep,91,H7,NA,2,UNK,NA,NA,NA
04-12,WSSV,WSSV17_VP28.31t,WSSV17,5,9.87286,5,keep,23,B11,9.87286,2,UNK,keep,4,keep
04-12,WSSV,WSSV17_VP28.31t,WSSV17,5,9.87286,5,keep,35,C11,10.409722,3,UNK,keep,4,keep
04-12,WSSV,WSSV17_VP28.31t,WSSV17,5,9.87286,5,keep,47,D11,9.102255,4,UNK,keep,4,keep
04-12,WSSV,WSSV17_VP28.31t,WSSV17,5,9.87286,5,keep,11,A11,10.333375,1,UNK,keep,4,keep
04-12,WSSV,WSSV17_VP28.31t,WSSV17,5,9.87286,5,keep,59,E11,8.239312,5,UNK,remove,4,NA
04-12,WSSV,WSSV18_VP28.31t,WSSV18,5,7.0977526,5,keep,48,D12,7.0977526,4,UNK,keep,5,keep
04-12,WSSV,WSSV18_VP28.31t,WSSV18,5,7.0977526,5,keep,24,B12,7.1868486,2,UNK,keep,5,keep
04-12,WSSV,WSSV18_VP28.31t,WSSV18,5,7.0977526,5,keep,36,C12,6.963675,3,UNK,keep,5,keep
04-12,WSSV,WSSV18_VP28.31t,WSSV18,5,7.0977526,5,keep,60,E12,6.875428,5,UNK,keep,5,keep
04-12,WSSV,WSSV18_VP28.31t,WSSV18,5,7.0977526,5,keep,12,A12,7.3521223,1,UNK,keep,5,keep
04-12,WSSV,WSSV19_VP28.31t,WSSV19,5,10.956151,2,remove,95,H11,NA,5,UNK,NA,NA,NA
04-12,WSSV,WSSV19_VP28.31t,WSSV19,5,10.956151,2,remove,84,G12,NA,4,UNK,NA,NA,NA
04-12,WSSV,WSSV19_VP28.31t,WSSV19,5,10.956151,2,remove,83,G11,11.190249,3,UNK,NA,NA,NA
04-12,WSSV,WSSV19_VP28.31t,WSSV19,5,10.956151,2,remove,72,F12,10.722053,2,UNK,NA,NA,NA
04-12,WSSV,WSSV19_VP28.31t,WSSV19,5,10.956151,2,remove,71,F11,NA,1,UNK,NA,NA,NA
04-12pm,WSSV,1e1_VP28.31t,1e+01,5,10.437042,4,keep,22,B10,12.380691,5,STD,remove,NA,NA
04-12pm,WSSV,1e1_VP28.31t,1e+01,5,10.437042,4,keep,21,B9,NA,4,STD,NA,NA,NA
04-12pm,WSSV,1e1_VP28.31t,1e+01,5,10.437042,4,keep,20,B8,8.493393,3,STD,remove,NA,NA
04-12pm,WSSV,1e1_VP28.31t,1e+01,5,10.437042,4,keep,19,B7,7.653981,2,STD,remove,NA,NA
04-12pm,WSSV,1e1_VP28.31t,1e+01,5,10.437042,4,keep,18,B6,20.073685,1,STD,remove,NA,NA
04-12pm,WSSV,1e10_VP28.31t,1e+10,5,2.455895,5,keep,5,A5,2.6160972,5,STD,keep,5,keep
04-12pm,WSSV,1e10_VP28.31t,1e+10,5,2.455895,5,keep,2,A2,2.455895,2,STD,keep,5,keep
04-12pm,WSSV,1e10_VP28.31t,1e+10,5,2.455895,5,keep,1,A1,2.483783,1,STD,keep,5,keep
04-12pm,WSSV,1e10_VP28.31t,1e+10,5,2.455895,5,keep,4,A4,2.2889242,4,STD,keep,5,keep
04-12pm,WSSV,1e10_VP28.31t,1e+10,5,2.455895,5,keep,3,A3,2.3330731,3,STD,keep,5,keep
04-12pm,WSSV,1e2_VP28.31t,1e+02,5,9.116063,5,keep,8,A8,9.116063,3,STD,keep,4,keep
04-12pm,WSSV,1e2_VP28.31t,1e+02,5,9.116063,5,keep,6,A6,7.992831,1,STD,remove,4,NA
04-12pm,WSSV,1e2_VP28.31t,1e+02,5,9.116063,5,keep,10,A10,8.58587,5,STD,keep,4,keep
04-12pm,WSSV,1e2_VP28.31t,1e+02,5,9.116063,5,keep,7,A7,9.641395,2,STD,keep,4,keep
04-12pm,WSSV,1e2_VP28.31t,1e+02,5,9.116063,5,keep,9,A9,9.243242,4,STD,keep,4,keep
04-12pm,WSSV,1e3_VP28.31t,1e+03,5,7.3112755,5,keep,85,H1,7.0862346,1,STD,keep,4,keep
04-12pm,WSSV,1e3_VP28.31t,1e+03,5,7.3112755,5,keep,86,H2,7.906193,2,STD,keep,4,keep
04-12pm,WSSV,1e3_VP28.31t,1e+03,5,7.3112755,5,keep,89,H5,7.3112755,5,STD,keep,4,keep
04-12pm,WSSV,1e3_VP28.31t,1e+03,5,7.3112755,5,keep,87,H3,7.173135,3,STD,keep,4,keep
04-12pm,WSSV,1e3_VP28.31t,1e+03,5,7.3112755,5,keep,88,H4,9.625094,4,STD,remove,4,NA
